29.85,136.2,42.228367793246186,0,1e-07
29.56,131.99,30.647019199776594,4.219976303250983,0.056034146123034256
30.13,128.4,14.568664169339913,7.854945354013317,0.17943817185444533
29.85,128.98,9.134332935369427,8.498995041537487,0.3284312079739919
31.09,127.45,12.631629881511637,10.468385810277901,0.2374990423358563
33.3,126.59,29.220933293134294,12.839819975503659,0.10266612533915456
36.34,126.31,68.85746872666603,15.892687479998415,0.04356825854154885
40.07,126.52,100,19.628594331085573,0.02038463996969483
44.37,127.12,99.44203022724572,23.970253000304055,0.010973756854745166
49.08,128.02,94.49695287388248,28.765469366642492,0.005976056533472117
54.08,129.13,88.91191403664013,33.8871975905919,0.0023629416977687385
59.23,130.34,82.74830028305789,39.177433880210735,0.0003473995653252222
64.38,131.56,76.08399769146529,44.469966355311854,0.0014177253520193864
69.4,132.71,68.98381649165177,49.6200051901169,0.004826122958957966
74.16,133.68,61.54024042150473,54.477833923203306,0.009013787506815222
78.52,134.38,53.889091315094056,58.8936690650536,0.017046449370844007
82.34,134.72,46.22784825651964,62.7287701067473,0.036400377637450285
85.47,134.6,38.865846954137695,65.86106958157406,0.07718859191567462
85.27000000000001,134.63,54.44195913927392,66.06330706573561,0.01476446347984228
89.34,133.9,46.227017999216706,70.19825567484794,0.015254891825976662
93.12,132.98,36.86282392133564,74.08860270307049,0.012187629793845516
97.12,132.21,23.327668491313243,78.16204105414442,0.024505442879361218
94.44,132.68,0,80.88294164034747,1e-07
